,0,1,cancer_type
TCGA-37-A5EM-01A,-12.49581,23.69655,TCGA-LUSC
TCGA-37-A5EN-01A,-1.1256225,14.525466,TCGA-LUSC
TCGA-38-4631-01A,-2.8306677,4.9696565,TCGA-LUAD
TCGA-38-4632-01A,-0.9376346,-1.9528751,TCGA-LUAD
TCGA-38-4632-11A,-8.337122,-13.042251,TCGA-LUAD
TCGA-38-6178-01A,-3.0296028,-3.5924172,TCGA-LUAD
TCGA-38-7271-01A,-7.6314497,-3.6614075,TCGA-LUAD
TCGA-38-A44F-01A,-5.3286014,-5.0383387,TCGA-LUAD
TCGA-39-5011-01A,-4.8094554,-2.7679546,TCGA-LUSC
TCGA-39-5016-01A,-0.8874427,16.74755,TCGA-LUSC
TCGA-39-5019-01A,-2.113875,13.849407,TCGA-LUSC
TCGA-39-5021-01A,-6.3827124,13.827708,TCGA-LUSC
TCGA-39-5022-01A,-8.040289,12.930159,TCGA-LUSC
TCGA-39-5024-01A,-9.701014,15.626524,TCGA-LUSC
TCGA-39-5027-01A,-1.7133975,13.165851,TCGA-LUSC
TCGA-39-5028-01A,-9.366433,14.497302,TCGA-LUSC
TCGA-39-5029-01A,-12.358749,23.655857,TCGA-LUSC
TCGA-39-5030-01A,-10.685685,13.981376,TCGA-LUSC
TCGA-39-5031-01A,-2.8555853,14.081405,TCGA-LUSC
TCGA-39-5034-01A,-1.3878264,1.7635863,TCGA-LUSC
TCGA-39-5035-01A,-8.888585,25.139288,TCGA-LUSC
TCGA-39-5036-01A,-0.35278875,14.302282,TCGA-LUSC
TCGA-39-5037-01A,-3.0013556,19.269924,TCGA-LUSC
TCGA-39-5039-01A,-7.480737,13.275964,TCGA-LUSC
TCGA-39-5040-01A,2.8221157,-0.9056865,TCGA-LUSC
TCGA-3A-A9I5-01A,-6.508952,-6.2333236,TCGA-PAAD
TCGA-3A-A9I7-01A,-27.393421,-6.472696,TCGA-PAAD
TCGA-3A-A9I9-01A,-30.293308,-6.6731653,TCGA-PAAD
TCGA-3A-A9IB-01A,-30.246624,-4.06306,TCGA-PAAD
TCGA-3A-A9IC-01A,-30.334375,-3.909219,TCGA-PAAD
TCGA-3A-A9IH-01A,-32.83719,-4.53161,TCGA-PAAD
TCGA-3A-A9IJ-01A,22.154184,-12.787182,TCGA-PAAD
TCGA-3A-A9IL-01A,22.71375,-18.953402,TCGA-PAAD
TCGA-3A-A9IN-01A,22.603148,-15.452495,TCGA-PAAD
TCGA-3A-A9IO-01A,23.221506,-14.396375,TCGA-PAAD
TCGA-3A-A9IR-01A,21.993183,-12.596345,TCGA-PAAD
TCGA-3A-A9IS-01A,23.338295,-14.047923,TCGA-PAAD
TCGA-3A-A9IU-01A,-30.046654,-5.1146593,TCGA-PAAD
TCGA-3A-A9IV-01A,-16.634445,4.1152954,TCGA-PAAD
TCGA-3A-A9IX-01A,-27.388712,-7.1633134,TCGA-PAAD
TCGA-3A-A9IZ-01A,-30.298779,-4.44587,TCGA-PAAD
TCGA-3A-A9J0-01A,-30.521832,-0.64865154,TCGA-PAAD
TCGA-3B-A9HI-01A,5.90931,8.3396435,TCGA-SARC
TCGA-3B-A9HJ-01A,-24.91729,-17.360361,TCGA-SARC
TCGA-3B-A9HL-01A,7.187017,8.491677,TCGA-SARC
TCGA-3B-A9HO-01A,7.715006,9.053445,TCGA-SARC
TCGA-3B-A9HP-01A,8.07829,2.876763,TCGA-SARC
